顧客ID,生年月日,性別,携帯TEL,自宅TEL,携帯メール,PCメール,職業
"180210019","19780630","女","有","無","無","有","主婦"
"180220007","19981114","男","有","無","無","有","学生"
"180310021","19940921","男","有","無","有","無","パート・アルバイト"
"180320027","19831127","男","有","無","無","有","会社員"
"180330010","19690808","男","有","有","有","無","会社員"
"180330022","20010308","女","有","有","有","無","学生"
"180340007","19960116","男","有","無","無","有","学生"
"180340009","19971001","女","有","無","有","無","学生"
"180620015","19741007","男","有","無","有","無","会社員"
"180630009","19871110","男","有","無","有","無",""
"180810020","19791224","女","有","無","有","無","パート・アルバイト"
"180850011","19770421","","有","無","有","無",""
"181150044","19640823","女","有","有","有","無","主婦"
"181210034","19930328","男","有","無","有","無","会社員"
"181210038","19951026","女","有","無","有","無","会社員"
"181250017","19890813","女","有","無","有","無","パート・アルバイト"
"181250020","19750819","女","有","無","無","有","主婦"
"181320022","19730414","女","有","無","有","無","その他"
"181410005","19650212","女","有","有","有","無",""
"181410041","19771205","女","有","有","有","無","会社員"
"181610021","19741104","女","有","無","有","無","会社員"
"181610023","19940329","女","有","無","有","無","会社員"
"181710006","19821015","女","有","無","有","無","会社員"
"181810029","19770319","男","有","無","有","無","会社員"
"181810031","19720213","男","有","無","無","有","自営業"
"181850016","19680713","男","有","有","有","無","会社員"
"181910001","19590422","女","有","有","無","無","主婦"
"183110013","19810829","男","有","有","有","無","会社員"
"183110028","19811115","女","有","無","有","無","会社員"
"183210031","19821208","女","有","無","無","有","自営業"
"183210034","20021025","女","有","無","有","無","学生"
"183310047","19891217","女","有","無","無","有","会社員"
"183310050","19870114","女","有","無","有","無","会社員"
"183330025","19840121","女","無","有","無","有","自営業"
"183350003","19570729","","有","有","有","有",""
"183410041","19780106","男","有","無","無","有","会社員"
"183420008","19900410","男","有","無","無","有","会社員"
"183510015","19920821","女","有","無","有","無","会社員"
"183620004","19710316","女","有","有","有","有","会社員"
"183620008","19860929","男","有","無","無","有","会社員"
"184150024","19800114","男","有","無","無","無","その他"
"184610011","19711028","女","有","無","無","有","主婦"
"185120027","19941221","男","有","無","有","無","会社員"
"185130004","19880301","男","有","無","無","有","自営業"
"185130006","19940710","女","有","無","無","有","パート・アルバイト"
"185510002","19830531","女","有","無","有","無","会社員"
"185510014","19830220","男","有","無","有","無","パート・アルバイト"
"185710009","20000103","男","有","無","無","有","学生"
"185710010","19950624","女","有","無","有","無","会社員"
"185710011","19971130","女","有","無","無","有","会社員"
"185810008","19830307","女","有","無","無","有","会社員"
"185850002","19911012","女","有","無","無","有","主婦"
"186210002","19770324","男","有","無","有","無","会社員"
"186510001","19530222","男","有","無","有","無","その他"
"186510004","19750212","女","有","無","有","無",""
"186520006","19700201","女","有","有","有","無",""
"188110003","19740822","女","有","有","有","無",""
"188110019","19540314","女","無","有","有","無","主婦"
"188120018","19530207","女","有","無","有","無","主婦"
"188120041","19910412","男","有","無","有","無","会社員"
"188120042","19921012","女","有","無","無","有","会社員"
"188150019","19930219","男","有","無","有","無","会社員"
"188150037","19680207","女","有","有","有","無","パート・アルバイト"
"188210013","19570820","女","有","有","無","有","会社員"
"188210027","19530331","男","有","無","有","無",""
"188250012","19650421","女","有","無","有","無","主婦"
"188320002","19610425","","有","無","有","有",""
"188330017","","女","有","無","無","無","学生"
"188410004","19600819","女","有","有","有","有","会社員"
"188540003","19970219","男","有","無","無","有","学生"
"188610006","19740403","男","有","無","有","有","自営業"
"188610020","19950323","女","有","有","有","無","会社員"
"188610021","19950711","女","有","無","有","無","会社員"
"188710001","19531212","女","有","無","有","無","主婦"
"188710010","19390818","男","有","無","有","有","その他"
"188730006","19720112","","有","有","有","無","その他"
"188810002","19821006","男","有","有","有","無","会社員"
"188810013","19650312","女","有","有","無","有","主婦"
"188810025","19911221","男","有","無","有","無","会社員"
"189120010","19911101","女","有","無","有","無","その他"
"189120043","19920909","女","有","無","無","有","会社員"
"189120045","19870309","女","有","無","有","無","会社員"
"189120046","19891001","女","有","無","有","無","会社員"
"189120047","19950720","男","有","無","無","有","自営業"
"189140005","19741028","女","有","無","無","有",""
"189210037","19990428","女","有","有","有","無","学生"
"189620007","19650329","女","有","無","有","無","主婦"
"189720012","19890527","女","有","無","無","有","会社員"
"189830002","19950307","女","有","無","有","無",""
"190150012","19710317","女","有","無","無","有","その他"
"190220005","19770131","女","有","有","無","有","会社員"
"190220013","19600226","女","有","無","無","有",""
"190230012","19640828","女","有","有","有","無",""
"190310011","19960911","女","有","無","有","無","会社員"
"190320009","19970703","女","有","無","有","無",""
"190510013","19961010","女","有","無","有","無","その他"
"190520003","19720807","女","有","無","有","無","その他"
"190610007","19580123","女","有","無","有","有","会社員"
"190610008","19690311","男","有","無","有","無","会社員"
"190610013","19920703","女","有","無","無","有","その他"
"190750006","19741230","女","有","有","無","有",""
"191110020","19851014","女","有","無","有","無","会社員"
"191110021","19700309","女","有","無","無","有",""
"191110023","19990303","女","有","有","有","無","パート・アルバイト"
"191110024","19920818","女","有","無","有","無","会社員"
"191120015","19710501","女","有","有","有","無","会社員"
"191120018","19890628","女","有","無","有","無","会社員"
"191120020","19940405","女","有","無","有","無","パート・アルバイト"
"191120021","19741226","女","有","無","有","無","会社員"
"191150014","19610702","女","有","無","有","無","会社員"
"191150017","19820808","女","有","無","有","無","会社員"
"191210011","19760122","男","有","有","無","有","自営業"
"191210017","19911004","男","有","無","無","有","会社員"
"191210023","19700104","女","有","無","有","無","主婦"
"191220002","19610814","女","有","無","有","無","パート・アルバイト"
"191230010","19951108","女","有","無","無","有","会社員"
"191310042","19951114","女","有","無","有","無","会社員"
"191320009","19880616","女","有","無","無","無",""
"191320015","19680731","女","有","無","無","有","会社員"
"191340002","19910624","女","有","無","有","無","会社員"
"191410022","19860513","男","有","無","有","無","会社員"
"191410031","19970404","男","有","無","無","有","学生"
"191450002","19910521","女","有","無","無","有",""
"191620002","19590421","女","有","有","有","無","その他"
"191650007","19930306","女","有","無","有","有","会社員"
"191650008","19910603","女","有","無","有","無","会社員"
"192130007","19960824","女","有","無","有","無","会社員"
"192150030","19830916","女","有","無","無","有",""
"192210016","19740210","男","有","有","無","有","会社員"
"192220012","19770202","女","有","無","有","無","主婦"
"192250010","19551210","男","有","無","有","有","自営業"
"192250012","19630810","女","有","無","有","無","会社員"
"192320023","19770705","女","有","無","無","有",""
"192350001","19960211","女","有","無","有","無","会社員"
"192440003","19840927","女","有","無","無","有","会社員"
"192510027","","女","有","無","無","無",""
"192520007","19610720","女","有","有","有","無","主婦"
"192550005","19710125","女","有","有","有","無",""
"192610006","19661122","女","有","有","有","無","主婦"
"192710007","19890926","女","有","無","有","無","主婦"
"192710024","19661007","女","有","無","有","無","会社員"
"192720022","19900822","女","有","無","無","有",""
"192810027","19850615","女","有","無","無","有","会社員"
"192830001","19900703","女","有","無","無","有","会社員"
"193630004","19870527","男","無","有","無","有","その他"
"194110019","19860624","女","有","無","無","有","会社員"
"194110020","19940522","女","有","無","無","有",""
"194120012","19770513","女","無","有","有","無",""
"194120037","19850810","男","有","無","有","有",""
"194120039","19820827","女","有","無","無","有","会社員"
"194120040","19940421","男","有","無","有","無","会社員"
"194120041","19960121","女","有","無","無","有","その他"
"194130003","19901129","女","有","無","無","有","会社員"
"194140006","19821121","女","有","無","無","有","その他"
"194250025","19911211","女","有","無","無","有","会社員"
"194310026","19801202","女","有","無","無","有","主婦"
"194310027","19770426","女","有","無","有","無","その他"
"194320011","19950601","女","有","無","有","有","学生"
"194320016","19930929","女","有","無","無","有","会社員"
"194320019","19800604","女","有","有","無","有","主婦"
"194320021","19920502","女","有","無","有","無","会社員"
"194330012","19950805","女","有","無","無","有","その他"
"194330017","19710803","女","有","無","無","有","会社員"
"194330025","19921022","女","有","無","無","有","会社員"
"194330026","19850807","男","有","無","無","有",""
"194340002","19611128","男","有","無","無","有","その他"
"194410032","19861003","男","有","無","無","有","会社員"
"194410040","19931116","女","有","無","無","有","パート・アルバイト"
"194410042","19950907","女","有","無","有","無","会社員"
"194430008","19950425","女","有","無","有","無","会社員"
"194440007","19930208","女","有","無","有","無","主婦"
"194450007","19950515","男","有","無","有","無","その他"
"194510017","19600418","女","有","無","無","有","主婦"
"194510019","19721027","女","有","無","無","有","会社員"
"194520009","19901130","女","有","無","有","無","会社員"
"194610007","19970826","女","有","無","無","有","会社員"
"194610017","19871231","女","有","無","有","無",""
"194610018","19890608","男","有","無","無","有","自営業"
"194610019","19921228","男","有","無","無","有","会社員"
"194630019","19700420","女","有","無","無","有","主婦"
"194650002","19850517","女","有","無","無","有","会社員"
"194810007","19930822","女","有","無","無","有","会社員"
"194810023","19830824","女","有","無","有","無","会社員"
"194830002","19941002","女","有","無","無","有","会社員"
"194850011","19970813","女","有","無","有","無",""
"194850015","19831218","女","有","無","無","有","その他"
"196320004","19820619","男","有","無","有","無","自営業"
"198120046","19731121","女","有","有","無","有","会社員"
"198120054","19830827","女","有","無","有","無","会社員"
"198150045","19930719","男","有","無","有","無","学生"
"198150059","19771027","男","有","有","有","有","会社員"
"198150062","19750619","女","有","有","無","有","会社員"
"198150068","19830524","女","有","無","有","無",""
"198210047","19961126","女","有","無","無","有",""
"198230020","19580820","女","有","有","無","有","主婦"
"198230022","19680326","女","有","無","有","無","会社員"
"198230024","19721020","女","有","無","有","無","会社員"
"198310038","19980601","女","有","無","無","有","学生"
"198330008","19940118","女","有","無","有","無",""
"198410083","19890702","女","有","無","無","有",""
"198410084","19830124","女","有","無","無","有","パート・アルバイト"
"198410088","19880613","女","有","無","有","無","主婦"
"198450007","19580928","女","有","有","無","有","主婦"
"198510034","19901212","男","有","無","有","無",""
"198520005","19641113","女","有","無","有","無","会社員"
"198520025","19840717","女","有","有","無","有","会社員"
"198610037","19840626","男","有","無","有","無","会社員"
"198610038","19950803","女","有","無","有","無",""
"198650005","19950707","男","無","有","無","有",""
"198710031","19870714","女","有","無","有","無","会社員"
"198710034","19931021","女","有","無","無","有",""
"198720021","19860413","女","有","無","有","無",""
"198850028","19950613","女","有","無","有","無","会社員"
"198850033","19950726","女","有","無","有","無","学生"
"199120006","19660918","女","有","有","有","無",""
"199120009","19750502","女","有","無","無","有","会社員"
"199550001","19700206","女","有","無","有","有","会社員"
"200110003","19870515","男","有","無","有","無","会社員"
"200110016","19920820","男","有","無","無","有","会社員"
"200120027","19640227","女","有","有","有","無",""
"200120033","19830530","男","有","無","有","無","会社員"
"200120034","19810606","女","有","無","有","無","パート・アルバイト"
"200120037","19910613","女","有","無","有","無","会社員"
"200130007","19870501","女","有","無","無","有","その他"
"200150003","19850804","男","有","無","無","有","その他"
"200210012","19960920","女","有","有","有","有",""
"200210032","19820415","女","有","無","無","無",""
"200220007","19760413","男","有","無","有","無","会社員"
"200350003","19830121","男","有","無","有","無","会社員"
"200410042","19850514","男","有","無","無","有","会社員"
"200410057","19940903","女","有","無","無","有","会社員"
"200410060","19841214","男","有","無","無","無",""
"200450003","19900218","女","有","無","無","有","会社員"
"200510023","19870504","女","有","無","有","無",""
"200510030","19580323","男","有","無","有","有","会社員"
"200610009","19750918","男","有","無","有","無","会社員"
"200620005","19760126","女","有","有","有","無","パート・アルバイト"
"200720012","19931102","女","有","無","無","有","パート・アルバイト"
"200730005","19741217","女","有","無","無","有","会社員"
"200810024","19890917","女","有","無","有","無","会社員"
"200850018","19931016","女","有","無","無","有","会社員"
"201120024","19650520","女","有","無","有","無","主婦"
"201210023","19620911","女","有","有","無","有","主婦"
"201220001","19981019","女","有","無","有","無","学生"
"201220011","19890113","男","有","無","有","有","会社員"
"201250016","19731227","女","有","無","有","無","主婦"
"201310009","19850103","女","有","無","無","有","会社員"
"201310024","19881126","女","有","無","無","有","会社員"
"201320004","19960427","女","有","無","無","有","学生"
"201320017","19710215","女","有","無","有","無","主婦"
"201430004","19640724","女","有","有","有","有","会社員"
"201430007","19910530","女","有","無","有","無",""
"201610002","19821120","女","有","無","有","無","主婦"
"201710020","19640328","女","有","有","有","無","会社員"
"201730007","19750528","男","有","有","無","有","自営業"
"201750005","19920423","女","有","無","有","無","会社員"
"202110006","19960518","女","有","無","有","無","会社員"
"202120014","19780316","女","有","無","無","有","パート・アルバイト"
"202210015","19970218","女","有","無","有","無","パート・アルバイト"
"202220005","19930904","女","有","無","無","有","会社員"
"202220007","19720120","女","有","無","有","無","パート・アルバイト"
"202250007","19920203","女","有","無","有","無","会社員"
"202250008","19690303","女","有","無","有","無","パート・アルバイト"
"202250018","19880125","女","有","無","有","無","会社員"
"202310008","19910421","女","有","無","有","無",""
"202510010","19940525","女","有","無","有","有","会社員"
"202520003","19980916","女","有","無","有","無",""
"202550002","19790413","女","有","無","有","無","主婦"
"202610007","19771008","女","有","無","有","無","会社員"
"202610010","19930129","女","有","無","有","無","会社員"
"202620001","19960313","女","有","無","有","無","会社員"
"202720013","19900505","女","有","無","有","無","会社員"
"202720014","19950716","女","有","無","有","無","会社員"
"202750008","19960211","女","有","無","有","有","学生"
"202810018","19791024","女","有","無","無","有",""
"202850008","19730331","女","有","無","有","無",""
"203120007","19590220","女","有","無","無","有",""
"203120010","19560206","女","無","有","無","有",""
"203130003","19830107","女","有","無","無","有",""
"203150012","19710402","女","有","有","有","有","会社員"
"203150016","19590914","男","有","有","有","無",""
"203150024","19940416","女","有","無","有","無","会社員"
"203150033","19900502","女","有","無","有","無","その他"
"203210019","19731112","女","有","無","有","無","パート・アルバイト"
"203410011","19650329","女","有","無","有","無",""
"203410034","19841020","女","有","無","無","有",""
"203440006","19900525","女","有","無","有","無",""
"203510026","19761022","女","有","無","有","無",""
"203520010","19890502","女","有","無","無","有","会社員"
"203620001","19750501","女","有","有","有","無","主婦"
"203650008","19740501","男","無","有","無","有","自営業"
"203730004","19930707","女","有","無","有","無",""
"203750005","19790618","女","有","無","無","有","主婦"
"204120018","19740205","男","有","有","無","有","自営業"
"204130003","19861001","男","有","無","無","有",""
"204150003","19820712","女","有","無","無","有","パート・アルバイト"
"204210024","19900606","女","有","無","有","無","会社員"
"204220004","19850417","女","有","無","有","無",""
"204310013","19921218","女","有","有","無","有","会社員"
"204440002","19910819","女","有","無","有","無","会社員"
"204450003","19850429","女","有","無","無","有",""
"204510005","19950930","女","有","無","有","無","会社員"
"204620006","19770727","男","有","無","無","有","会社員"
"204630006","19571204","男","有","無","無","有","自営業"
"205120009","19730302","女","有","無","有","無","会社員"
"205250005","19950729","女","有","無","有","無","会社員"
"205330005","20040902","女","有","有","有","無","学生"
"205340002","19850729","女","有","無","無","有",""
"205410012","19920606","女","有","無","有","無","パート・アルバイト"
"205810004","19590223","女","有","有","有","無","パート・アルバイト"
"205850002","19960717","女","有","無","有","無","会社員"
"207110007","19650403","女","有","有","有","無","主婦"
"207120012","19630222","女","有","有","有","無",""
"207130008","19820302","女","有","無","無","有","会社員"
"207310008","19940929","女","有","無","有","有",""
"207410026","19800717","女","有","無","有","無","その他"
"207430005","19890821","女","有","無","有","無","パート・アルバイト"
"207610009","19871202","女","有","無","有","無","会社員"
"207620002","19781215","男","有","有","有","無","自営業"
"207650006","19980424","女","有","無","無","有","その他"
"207710014","19881219","女","有","無","有","無","会社員"
"207720011","19900104","女","有","無","有","無","会社員"
"207810026","19741227","女","有","有","有","無","主婦"
"207850008","19881002","男","有","無","無","有",""
"208410021","19790730","女","有","無","有","無","パート・アルバイト"
"208410022","19961213","女","有","無","有","無","会社員"
"208710008","19890227","女","有","無","有","無","会社員"
"209110013","19970729","女","有","無","無","有","学生"
"209110014","19730321","女","有","無","無","有","主婦"
"209130002","19760928","女","有","無","有","有",""
"209130007","19700626","男","有","有","有","無","会社員"
"209130010","19800929","女","有","無","無","有",""
"209150015","19810916","女","有","無","無","有","会社員"
"209150022","19750408","女","有","無","有","有","会社員"
"209210014","19610705","女","有","有","有","無","主婦"
"209210017","19890628","女","有","無","有","無",""
"209220006","19911225","女","有","無","無","有","会社員"
"209220011","19920523","女","有","無","無","有","会社員"
"209230004","19830126","女","有","無","無","有","会社員"
"209250013","19780904","女","有","無","有","無","その他"
"209310010","19781118","女","有","無","有","無",""
"209320016","19760627","男","有","無","無","有","会社員"
"209320018","19820928","女","有","無","無","有","会社員"
"209330009","19670213","女","有","無","有","無","会社員"
"209410022","19770325","女","有","無","無","有","会社員"
"209410023","19851007","男","有","無","有","無",""
"209410024","19970109","女","有","無","無","有","その他"
"209410025","19750607","男","有","有","有","無","自営業"
"209520006","","","無","有","無","無",""
"209550003","19690929","女","有","有","有","有","主婦"
"209610011","19950731","女","有","無","無","有",""
"209610014","19740204","女","有","無","無","有","会社員"
"209610015","19590707","女","有","無","有","無",""
"209630004","19710930","女","有","無","無","有","会社員"
"209630011","19850620","女","有","無","有","無",""
"209630013","19690425","女","無","有","有","無","会社員"
"209720004","19710623","女","有","無","無","有","会社員"
"209720008","19630907","男","有","有","有","無","自営業"
"209720009","19921227","女","有","無","有","無",""
"209720011","19950109","男","有","無","有","無","会社員"
"209750007","19900516","男","有","無","無","有","会社員"
"209810001","19650719","男","有","無","無","有","会社員"
"209810014","19791011","女","有","無","無","有","会社員"
"209810018","19630915","女","有","無","有","有","主婦"
"209810019","19950426","男","有","無","無","有","会社員"
"209810020","19970328","女","有","無","有","無","学生"
"209850003","19890919","女","有","無","無","有",""
"209850007","19831011","女","有","無","無","有","会社員"
"209850008","19840206","女","有","無","無","有",""
"210210002","19710103","女","有","無","有","無","主婦"
"210210022","19840307","女","無","有","有","無",""
"210230003","19891121","女","有","無","無","有","パート・アルバイト"
"210510009","19790806","女","有","無","有","無","会社員"
"210650007","19830308","女","有","無","無","有","会社員"
"210720015","19600909","女","有","有","有","無","パート・アルバイト"
"210720023","19900408","男","有","無","有","無","その他"
"211120034","19840928","女","有","有","無","有",""
"211120038","19980418","女","有","無","有","有","学生"
"211120039","19921110","女","有","無","有","無",""
"211150032","19920226","男","有","無","無","有","会社員"
"211210014","19900329","女","有","無","有","有","パート・アルバイト"
"211210035","19640619","女","無","有","有","無","会社員"
"211230009","19880422","女","有","無","有","無","パート・アルバイト"
"211250012","19751007","女","有","無","無","有","会社員"
"211310021","19540727","女","有","有","有","無","パート・アルバイト"
"211310023","19910805","女","有","無","有","無","パート・アルバイト"
"211320015","19660202","女","有","有","有","無","主婦"
"211320017","19770806","女","有","有","有","無","主婦"
"211320018","19860618","女","有","無","無","有","会社員"
"211410037","19910802","女","有","有","無","有","その他"
"211410046","19691225","女","有","無","無","有","その他"
"211410048","19860508","女","有","有","有","無","会社員"
"211430005","19941221","女","有","無","有","無","学生"
"211510032","19871001","女","有","無","有","無","会社員"
"211550006","19941210","女","有","無","有","無","会社員"
"211610018","19800618","女","無","有","無","有","会社員"
"211620015","19760501","女","有","無","無","有","パート・アルバイト"
"211630004","19770525","男","無","有","有","無","その他"
"211630029","19911120","女","有","無","有","無",""
"211710009","19711105","女","有","無","有","無","パート・アルバイト"
"211710017","19680607","女","有","無","無","有","パート・アルバイト"
"211750008","19850723","女","有","無","有","無","その他"
"211810001","19980815","女","有","無","有","無","パート・アルバイト"
"211810016","19910921","女","有","無","有","有","その他"
"211850011","19860101","女","有","無","有","無","パート・アルバイト"
"212110019","19891214","女","有","無","有","無","会社員"
"212120027","19950220","女","有","無","有","無","会社員"
"212120046","19940827","女","有","無","有","無","会社員"
"212130004","19751119","女","有","有","有","無","その他"
"212150033","19780116","女","有","無","有","有",""
"212220004","20000909","男","有","無","無","有","学生"
"212310033","19890531","女","有","無","有","無","主婦"
"212350003","19900830","男","有","無","無","有","会社員"
"212410038","19990402","女","有","無","有","無","パート・アルバイト"
"212430002","19800720","女","有","無","無","有","会社員"
"212610011","19861002","男","有","無","有","無","その他"
"212720006","19730720","女","有","無","有","無","主婦"
"212810012","19950830","女","有","無","有","無","その他"
"212810018","19800920","女","有","無","無","有","主婦"
"213150003","19650109","男","有","有","有","無",""
"213210019","19960119","女","有","無","有","無","会社員"
"213230006","19710708","女","有","無","有","無",""
"213330001","20000121","男","有","無","有","無","学生"
"213410021","19741209","女","有","無","有","無","主婦"
"213450008","19910808","女","有","無","有","無","主婦"
"213510011","19550918","男","有","無","有","無",""
"213520003","19850501","女","有","無","無","有","会社員"
"213520004","19731117","女","有","無","有","無","会社員"
"213610010","19831202","女","有","無","有","無","自営業"
"213620008","19870906","女","有","無","無","有",""
"213620010","19700423","女","有","無","無","有",""
"213630006","19710517","女","有","無","有","無",""
"213710003","19830818","女","有","無","有","無",""
"213710008","19680714","女","有","無","有","無","主婦"
"213710009","19940526","女","有","無","有","無","会社員"
"213730003","19850625","女","有","無","有","無","会社員"
"213750002","19660126","女","有","無","有","無",""
"213750003","19911001","女","有","無","無","有","その他"
"213810011","19950114","女","有","無","有","無",""
"213850001","19850518","女","有","無","無","有","会社員"
"213940001","19720310","男","有","無","無","有","会社員"
"214110003","19970811","女","有","無","無","有","会社員"
"214150012","19961017","女","有","無","無","有","会社員"
"214210007","19910504","女","有","無","有","無","会社員"
"214310007","19940228","女","有","無","有","無","会社員"
"214410005","19650910","女","有","無","有","無","パート・アルバイト"
"214410017","19910727","女","有","無","有","無","会社員"
"214510002","19740813","女","有","無","有","無","会社員"
"214510003","19950309","女","有","無","有","有","会社員"
"214510004","19951125","女","有","無","有","無","その他"
"214510005","19890807","女","有","無","有","無",""
"214750005","19890823","女","有","無","有","無",""
"215220012","19910919","女","有","無","有","無",""
"215310007","19751120","女","有","無","有","無","会社員"
"215510001","19860926","女","有","無","無","有","その他"
"215510017","19930624","女","有","無","無","有","会社員"
"215630014","19901002","女","有","無","有","無","主婦"
"215720001","19780606","女","有","無","有","無",""
"215730001","19980622","女","有","無","有","無","学生"
"215810004","19941023","女","有","無","有","無",""
"215810010","19830906","女","有","無","有","無","会社員"
"216150012","19850809","女","有","無","有","無","会社員"
"216150015","19930416","男","有","無","無","有","その他"
"216230002","19880803","男","有","無","有","無","会社員"
"216250004","19881119","女","有","無","有","無","会社員"
"216330004","19980427","女","有","無","有","無","学生"
"216510008","19790506","女","有","無","無","有",""
"216750003","19720410","女","有","無","無","無","会社員"
"216810003","19811009","女","有","無","有","無","会社員"
"216810008","19581106","女","有","無","有","無",""
"216850003","19870620","女","有","無","無","有",""
"217120002","19600606","女","有","有","有","無","その他"
"217120003","19770320","女","有","無","無","有","主婦"
"217220003","19671005","女","有","有","有","無","主婦"
"217330003","19641007","男","無","有","無","有","その他"
"217510005","19721225","男","有","無","有","有","会社員"
"217510008","19901225","女","有","無","有","無","会社員"
"217610002","19920501","男","有","無","有","無","会社員"
"217710007","19761211","男","有","有","無","有",""
"217810010","19581101","女","有","有","有","無","主婦"
"217850001","19930616","女","有","無","無","有","会社員"
"218120004","19791123","女","有","無","有","無","主婦"
"218220002","19820608","女","有","無","無","有","主婦"
"218430002","19930404","男","有","無","有","有",""
"218550003","19890501","女","有","無","無","有","会社員"
"218720006","19750521","男","有","無","有","無","その他"
"218730003","19850225","女","有","無","有","無","自営業"
"218810004","19710224","女","無","有","有","無",""
"219110018","19931221","女","有","無","有","無","自営業"
"219120030","19520328","女","有","有","有","無","主婦"
"219120037","19720423","女","有","有","無","有","会社員"
"219130005","19820710","女","有","無","有","無",""
"219130007","19931207","女","有","無","有","無","会社員"
"219230012","19480210","女","有","有","有","無","主婦"
"219230015","19820105","男","有","無","有","無","会社員"
"219250018","19771003","女","有","無","有","無","会社員"
"219250020","19771127","男","有","有","有","無","会社員"
"219250028","19940222","女","有","無","有","無","会社員"
"219310012","19740218","女","有","無","有","無","パート・アルバイト"
"219320017","19551021","女","有","有","無","有","主婦"
"219330005","19830628","女","有","無","有","無","パート・アルバイト"
"219330012","19940606","女","有","無","有","無","会社員"
"219410002","19691014","男","有","有","無","有","会社員"
"219410031","19981205","女","有","無","無","有","学生"
"219520002","19470405","男","有","有","無","有","その他"
"219550003","19790614","男","有","無","有","無","会社員"
"219620008","19921019","女","有","無","有","無","会社員"
"219710006","19640701","男","有","無","無","有","自営業"
"219710007","19491102","男","有","有","無","無","その他"
"219750002","19510317","男","有","有","有","有","その他"
"219810013","19460620","女","有","有","無","有","会社員"
"219850001","19700904","","有","有","無","有","会社員"
"220110015","19950129","女","有","有","有","無","会社員"
"220120009","19681106","女","有","無","有","無","パート・アルバイト"
"220120020","19530831","女","有","有","有","無","パート・アルバイト"
"220150032","19901024","女","有","無","有","無","会社員"
"220210025","19680713","女","有","無","無","有","会社員"
"220210026","19790527","女","有","有","有","無","主婦"
"220220007","19910601","男","有","無","無","有","その他"
"220230007","19960223","女","有","無","有","無","パート・アルバイト"
"220310029","19940608","女","有","無","有","無","その他"
"220320010","19760513","女","有","無","有","無","その他"
"220330018","19610628","女","有","有","有","無",""
"220440001","19770516","女","有","無","有","無","主婦"
"220510009","19730301","女","有","無","有","無",""
"220510019","19560702","女","有","有","有","無","パート・アルバイト"
"220610011","19691125","女","有","無","有","無","会社員"
"220710002","19640708","男","有","有","有","有","会社員"
"220710019","19870508","女","有","無","有","無","パート・アルバイト"
"220720008","19750803","女","無","有","有","無",""
"220730003","19730622","女","有","有","有","無",""
"220810013","19591224","女","有","有","有","無",""
"220810020","19760202","女","有","無","無","有","会社員"
"220810022","19630906","女","有","無","有","無",""
"220910004","19850714","女","有","無","有","無","その他"
"221110006","19760413","女","有","無","有","無","自営業"
"221120010","19830809","男","有","無","無","有","会社員"
"221120012","19750820","女","有","無","有","有","その他"
"221120014","19830130","女","有","無","有","無",""
"221150005","19610713","女","有","有","有","無",""
"221150007","19500118","男","有","無","有","無",""
"221150008","19641104","男","有","無","有","無","会社員"
"221210009","19630309","女","有","無","無","有","その他"
"221220001","19710913","男","有","有","有","無","自営業"
"221230005","19710710","女","有","無","無","有",""
"221250003","19850128","","有","無","有","無",""
"221310006","19950405","男","有","無","有","無","会社員"
"221320005","19850107","女","有","無","有","無",""
"221320015","19630406","女","有","有","無","有",""
"221320016","19900129","女","有","無","無","有","パート・アルバイト"
"221330001","19670120","女","有","無","有","無","パート・アルバイト"
"221410010","19850903","女","有","無","有","無",""
"221450002","19930815","女","有","無","有","無","会社員"
"221510001","19791012","女","有","無","有","無","パート・アルバイト"
"221510004","19880827","女","有","無","無","有","自営業"
"221520002","19820518","女","有","無","無","有","会社員"
"221620004","19780409","女","有","無","有","無","会社員"
"221650001","19630417","男","有","有","有","有","会社員"
"221710005","19650425","女","有","無","有","無",""
"221710006","19680706","女","有","無","有","無",""
"221720005","19650130","男","有","無","無","有","その他"
"221730002","19810927","女","有","有","無","有",""
"221810003","19730706","男","有","有","無","有","自営業"
"221810006","19960603","女","有","無","有","無","会社員"
"221810007","19570326","女","有","有","有","無","主婦"
"221810008","19751218","女","有","無","有","無",""
"221850002","19691217","男","有","無","有","無","会社員"
"222110009","19970529","女","有","無","無","有","学生"
"222210012","19770731","","有","無","無","有",""
"222310012","19870610","女","有","無","無","有","会社員"
"222320009","19911031","女","有","無","無","有","会社員"
"222430004","19910926","女","有","無","有","無","会社員"
"222440003","19910314","女","有","無","有","有","パート・アルバイト"
"222450002","19920404","女","有","無","有","無","会社員"
"222540003","19611030","女","有","有","無","有","会社員"
"222550001","19500106","男","有","有","有","有","パート・アルバイト"
"222630007","19920917","女","有","無","有","無","会社員"
"222710006","19650714","女","有","有","有","有","会社員"
"222730002","19680126","女","有","無","有","無",""
"222730003","19670813","男","有","無","有","無","会社員"
"222810010","19800909","女","有","無","有","無","会社員"
"222810014","19740408","女","有","無","有","無","主婦"
"222810015","19770221","女","有","有","有","無","会社員"
"222850005","19890314","女","有","無","有","無","主婦"
"224120015","19620823","女","有","無","有","無",""
"224130009","19950626","女","有","無","有","無","その他"
"224150016","19880715","女","有","無","有","無",""
"224220005","19900331","女","有","無","無","有",""
"224250006","19711104","女","有","有","有","無","会社員"
"224310008","19920802","","有","無","無","有",""
"224410015","19881206","女","有","無","有","無","パート・アルバイト"
